"table.x","first_id","desc","category","label","format","year"
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.31,"Boulangerie, pâtisserie","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.32,"Autre commerce alimentaire","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.33,"Habillement","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.34,"Pharmacie (classée ici bien qu'elle soit profession libérale)","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.35,"Salons de coiffure","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.36,"Taxis","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.37,"Transports routiers autre que taxi, ambulances...","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.38,"Autres commerces de détails (non désignés ci-dessus)","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.39,"Café, café-tabac ou café associé à une autre activité","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.4,"Restaurant, café restaurant","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.41,"Hôtel avec ou sans restaurant","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.42,"Commerces de gros","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.43,"Intermédiaires du commerce, sauf représentants","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.44,"Réparation et commerce automobiles : garagistes, pompistes","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",3.45,"Divers : réparation autre qu'automobile, transport autre que routier et taxi, agence de presse, d'édition, de publicité, récupération diverse, gestion de salle de spectacle,","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",4.5,"Médecins généralistes","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",4.51,"Médecins spécialistes, chirurgiens","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",4.52,"Dentistes, chirurgiens dentistes","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",4.53,"Autres professions médicales et paramédicales : infirmières, masseur- kinésithérapeutes, orthophonistes, psychologues...","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",4.54,"Vétérinaires, laboratoires d'analyse,","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",4.55,"Notaires, huissiers de justice, commissaires-priseurs, avoués...","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",4.56,"Experts comptables, conseils juridiques et fiscaux, avocat...","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",4.57,"Architectes, géomètres","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",4.58,"Activités de conseil et d'assistance : cabinets d'étude (travaux informatiques, travaux à façon divers, conseil en information et documentation, services rendus aux entreprises)","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",4.59,"Auxiliaires financiers et d'assurance, immobilier : agence et promoteur, administration d'immeubles, syndic, location et crédit-bail immobilier","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",4.6,"Courtiers d'assurance","Categorical",1998
"INDEPEN","ACTI","Code précis de l'activité de l'entreprise",4.61,"Autres professions libérales : auto-école, artistes peintres, professeurs indépendants, VRP, agents d'assurance, guides indépendants","Categorical",1998
"INDEPEN","ACTIL","Code de l'activité de l'entreprise",1,"Agriculteur","Categorical",1998
"INDEPEN","ACTIL","Code de l'activité de l'entreprise",2,"Artisan, industriel","Categorical",1998
"INDEPEN","ACTIL","Code de l'activité de l'entreprise",3,"Commerçant","Categorical",1998
"INDEPEN","ACTIL","Code de l'activité de l'entreprise",4,"Profession libérale ou intellectuelle","Categorical",1998
"INDEPEN","ANCREA","Année de création de l'entreprise principale",NA,NA,"Numerical",1998
"INDEPEN","AUACT","Direction d'autres entreprises avant la direction de l'entreprise principale actuelle",1,"Oui","Categorical",1998
"INDEPEN","AUACT","Direction d'autres entreprises avant la direction de l'entreprise principale actuelle",2,"Non","Categorical",1998
"INDEPEN","CHEF1","1er chef de l'entreprise",NA,NA,"Numerical",1998
"INDEPEN","CHEF2","2ème chef de l'entreprise",NA,NA,"Numerical",1998
"INDEPEN","CHEF3","3ème chef de l'entreprise",NA,NA,"Numerical",1998
"INDEPEN","ENT","Activité de l'entreprise",NA,NA,"Categorical",1998
"INDEPEN","FORF","Entreprise au forfait",1,"Oui","Categorical",1998
"INDEPEN","FORF","Entreprise au forfait",2,"Non","Categorical",1998
"INDEPEN","FORF","Entreprise au forfait",8,"Refus","Categorical",1998
"INDEPEN","FORF","Entreprise au forfait",9,"Ne sait pas","Categorical",1998
"INDEPEN","FRANCHI","Entreprise franchisée",1,"Oui","Categorical",1998
"INDEPEN","FRANCHI","Entreprise franchisée",2,"Non","Categorical",1998
"INDEPEN","FRANCHI","Entreprise franchisée",8,"Refus","Categorical",1998
"INDEPEN","FRANCHI","Entreprise franchisée",9,"Ne sait pas","Categorical",1998
"INDEPEN","ID","Identifiant du module indépendant",NA,NA,"Categorical",1998
"INDEPEN","IDENT","Identifiant du ménage",NA,NA,"Categorical",1998
"INDEPEN","INST","Entreprise principale créée, héritée ou achetée",1,"Créée","Categorical",1998
"INDEPEN","INST","Entreprise principale créée, héritée ou achetée",2,"Reçue en héritage","Categorical",1998
"INDEPEN","INST","Entreprise principale créée, héritée ou achetée",3,"Reprise ou rachetée (en partie ou en totalité)","Categorical",1998
"INDEPEN","INST","Entreprise principale créée, héritée ou achetée",9,"Ne sait pas","Categorical",1998
"INDEPEN","IS","Entreprise imposée à l'impôt sur les sociétés",1,"Oui","Categorical",1998
"INDEPEN","IS","Entreprise imposée à l'impôt sur les sociétés",2,"Non","Categorical",1998
"INDEPEN","JUR","Forme juridique de l'entreprise",1,"Exploitation individuelle (activité 1)","Categorical",1998
"INDEPEN","JUR","Forme juridique de l'entreprise",2,"EARL (activité 1)","Categorical",1998
"INDEPEN","JUR","Forme juridique de l'entreprise",3,"GAEC avec uniquement des personnes vivant dans le même logement (activité 1)","Categorical",1998
"INDEPEN","JUR","Forme juridique de l'entreprise",4,"GAEC avec des personnes ne vivant pas dans votre logement (activité 1)","Categorical",1998
"INDEPEN","JUR","Forme juridique de l'entreprise",5,"Autre forme de société (activité 1)","Categorical",1998
"INDEPEN","JUR","Forme juridique de l'entreprise",6,"Entreprise individuelle (activité 2 et 3) - Exercice individuel (activité 4)","Categorical",1998
"INDEPEN","JUR","Forme juridique de l'entreprise",7,"EURL (activité 2, 3 et 4)","Categorical",1998
"INDEPEN","JUR","Forme juridique de l'entreprise",8,"Société de moyens des professions libérales (activité 4)","Categorical",1998
"INDEPEN","JUR","Forme juridique de l'entreprise",9,"SARL (activité 2, 3 et 4)","Categorical",1998
"INDEPEN","JUR","Forme juridique de l'entreprise",10,"Société anonyme (activité 2, 3 et 4)","Categorical",1998
"INDEPEN","JUR","Forme juridique de l'entreprise",11,"Autres formes juridiques (activité 2, 3 et 4)","Categorical",1998
"INDEPEN","NB","Nombre de salariés de l'entreprise",NA,NA,"Numerical",1998
"INDEPEN","NBMOD","Numéro module",NA,NA,"Numerical",1998
"INDEPEN","NOENT","Numéro entreprise",NA,NA,"Numerical",1998
"INDEPEN","NPOIDS","Pondération unitaire",NA,NA,"Categorical",1998
"INDEPEN","POND","Pondération extrapolée",NA,NA,"Categorical",1998
"INDEPEN","PRINS","Condition d'achat de l'entreprise principale",1,"Gratuitement","Categorical",1998
"INDEPEN","PRINS","Condition d'achat de l'entreprise principale",2,"Dans de bonnes conditions","Categorical",1998
"INDEPEN","PRINS","Condition d'achat de l'entreprise principale",3,"Au prix du marché","Categorical",1998
"INDEPEN","PRINS","Condition d'achat de l'entreprise principale",4,"Plus cher","Categorical",1998
"INDEPEN","PRINS","Condition d'achat de l'entreprise principale",9,"Ne sait pas","Categorical",1998
"INDEPEN","SANTAC","Développement de l'entreprise principale",1,"Est restée plus ou moins stable","Categorical",1998
"INDEPEN","SANTAC","Développement de l'entreprise principale",2,"A plutôt augmenté","Categorical",1998
"INDEPEN","SANTAC","Développement de l'entreprise principale",3,"A plutôt diminué","Categorical",1998
"INDEPEN","SANTAC","Développement de l'entreprise principale",4,"A d'abord plutôt augmenté, puis est restée plus ou moins stable","Categorical",1998
"INDEPEN","SANTAC","Développement de l'entreprise principale",5,"A d'abord plutôt augmenté, puis a plutôt diminué","Categorical",1998
"INDEPEN","SANTAC","Développement de l'entreprise principale",6,"A suivi une autre évolution","Categorical",1998
"INDEPEN","VEND","Vendeur de l'entreprise principale",1,"A votre ancien patron ou à un tiers","Categorical",1998
"INDEPEN","VEND","Vendeur de l'entreprise principale",2,"A un membre de votre famille ou belle famille","Categorical",1998
"INDIVIDU","ACTIV","Activité de l'établissement - intitulé en clair",NA,NA,"Categorical",1998
"INDIVIDU","ACTPA","Exercice d'une activité professionnelle dans le passé",1,"Oui","Categorical",1998
"INDIVIDU","ACTPA","Exercice d'une activité professionnelle dans le passé",2,"Non","Categorical",1998
"INDIVIDU","ACTSEC","Exercice d'une activité secondaire (rémunérée)",1,"Oui","Categorical",1998
"INDIVIDU","ACTSEC","Exercice d'une activité secondaire (rémunérée)",2,"Non","Categorical",1998
"INDIVIDU","AGE","Age",NA,NA,"Numerical",1998
"INDIVIDU","ANAIS","Année de naissance",NA,NA,"Numerical",1998
"INDIVIDU","ANCESS","Année de cessation d'activité",NA,NA,"Numerical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",0,"Inactif ou n'ayant jamais travaillé","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",10,"Agriculteur","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",11,"Agriculteur sur petite exploitation","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",12,"Agriculteur sur moyenne exploitation","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",13,"Agriculteur sur grande exploitation","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",21,"Artisan","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",22,"Commerçant et assimilé","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",23,"Chef d'entreprise","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",31,"Profession libérale","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",33,"Cadre de la Fonction Publique","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",34,"Professeur, profession scientifique","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",35,"Profession de l'information, des arts et spectacles","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",37,"Cadre administratif et commercial d'entreprise","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",38,"Ingénieur et cadre technique d'entreprise","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",42,"Instituteur et assimilé","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",43,"Profession intermédiaire de la santé et du travail social","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",44,"Clergé, religieux","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",45,"Profession intermédiaire administrative de la Fonction Publique","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",46,"Profession intermédiaire administrative et commerciale d'entreprise","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",47,"Technicien","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",48,"Contremaître, agent de maîtrise","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",52,"Employé civil et agent de service de la Fonction Publique","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",53,"Policier, militaire","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",54,"Employé administratif d'entreprise","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",55,"Employé de commerce","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",56,"Personnel des services directs aux particuliers","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",62,"Ouvrier qualifié de type industriel","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",63,"Ouvrier qualifié de type artisanal","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",64,"Chauffeur","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",65,"Ouvrier qualifié de la manutention, du magasinage et du transport","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",67,"Ouvrier non qualifié de type industriel","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",68,"Ouvrier non qualifié de type artisanal","Categorical",1998
"INDIVIDU","CS","Catégorie socioprofessionnelle",69,"Ouvrier agricole","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",1,"Ain","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",2,"Aisne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",3,"Allier","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",4,"Alpes de Haute Provence","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",5,"Hautes Alpes","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",6,"Alpes Maritimes","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",7,"Ardèche","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",8,"Ardennes","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",9,"Ariège","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",10,"Aube","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",11,"Aude","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",12,"Aveyron","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",13,"Bouches du Rhône","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",14,"Calvados","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",15,"Cantal","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",16,"Charente","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",17,"Charente Maritime","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",18,"Cher","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",19,"Corrèze","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",20,"Corse","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",21,"Côte d'Or","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",22,"Côtes du Nord","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",23,"Creuse","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",24,"Dordogne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",25,"Doubs","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",26,"Drôme","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",27,"Eure","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",28,"Eure et Loir","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",29,"Finistère","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",30,"Gard","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",31,"Haute Garonne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",32,"Gers","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",33,"Gironde","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",34,"Hérault","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",35,"Ille et Vilaine","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",36,"Indre","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",37,"Indre et Loire","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",38,"Isère","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",39,"Jura","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",40,"Landes","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",41,"Loir et Cher","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",42,"Loire","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",43,"Haute Loire","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",44,"Loire Atlantique","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",45,"Loiret","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",46,"Lot","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",47,"Lot et Garonne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",48,"Lozère","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",49,"Maine et Loire","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",50,"Manche","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",51,"Marne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",52,"Haute Marne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",53,"Mayenne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",54,"Meurthe et Moselle","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",55,"Meuse","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",56,"Morbihan","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",57,"Moselle","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",58,"Nièvre","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",59,"Nord","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",60,"Oise","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",61,"Orne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",62,"Pas de Calais","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",63,"Puy de Dôme","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",64,"Pyrénées Atlantiques","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",65,"Hautes Pyrénées","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",66,"Pyrénées Orientales","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",67,"Bas Rhin","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",68,"Haut Rhin","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",69,"Rhône","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",70,"Haute Saône","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",71,"Saône et Loire","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",72,"Sarthe","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",73,"Savoie","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",74,"Haute savoie","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",75,"Ville de Paris","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",76,"Seine Maritime","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",77,"Seine et Marne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",78,"Yvelines","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",79,"Deux Sèvres","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",80,"Somme","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",81,"Tarn","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",82,"Tarn et Garonne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",83,"Var","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",84,"Vaucluse","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",85,"Vendée","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",86,"Vienne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",87,"Haute Vienne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",88,"Vosges","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",89,"Yonne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",90,"Territoire de Belfort","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",91,"Essonne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",92,"Hauts de Seine","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",93,"Seine Saint Denis","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",94,"Val de Marne","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",95,"Val d'Oise","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",96,"DOM/TOM","Categorical",1998
"INDIVIDU","DEPRES","Département de résidence",99,"PAYS ETRANGER","Categorical",1998
"INDIVIDU","DIEG","Diplôme le plus élévé obtenu en enseignement général (primaire ou secondaire)",0,"Sans diplôme","Categorical",1998
"INDIVIDU","DIEG","Diplôme le plus élévé obtenu en enseignement général (primaire ou secondaire)",2,"Certificat d'Etudes primaires (CEP), diplôme de fin d'études obligatoires (DFEO)","Categorical",1998
"INDIVIDU","DIEG","Diplôme le plus élévé obtenu en enseignement général (primaire ou secondaire)",15,"Brevet d'études du 1er cycle (BEPC), brevet des collèges","Categorical",1998
"INDIVIDU","DIEG","Diplôme le plus élévé obtenu en enseignement général (primaire ou secondaire)",16,"Baccalauréat 1ère partie ou probatoire, certificat de fin d'études secondaires (CFES)","Categorical",1998
"INDIVIDU","DIEG","Diplôme le plus élévé obtenu en enseignement général (primaire ou secondaire)",17,"Baccalauréat nouvelles séries L, ES, S, baccalauréat séries A à E ou baccalauréat 2ème partie","Categorical",1998
"INDIVIDU","DIEG","Diplôme le plus élévé obtenu en enseignement général (primaire ou secondaire)",18,"Brevet élémentaire (BE), brevet d'enseignement primaire supérieur (BEPS)","Categorical",1998
"INDIVIDU","DIEG","Diplôme le plus élévé obtenu en enseignement général (primaire ou secondaire)",19,"Brevet supérieur (BS)","Categorical",1998
"INDIVIDU","DIEP","Diplôme le plus élévé obtenu en enseignement technique ou professionnel",0,"Aucun diplôme technique ou professionnel","Categorical",1998
"INDIVIDU","DIEP","Diplôme le plus élévé obtenu en enseignement technique ou professionnel",21,"Certificat d'éducation professionnelle","Categorical",1998
"INDIVIDU","DIEP","Diplôme le plus élévé obtenu en enseignement technique ou professionnel",23,"CAP (ou CAPA), ou BEP (ou BEPA), obtenu par l'apprentissage effectué en relation avec un CFA, examen de fin d'apprentissage artisanal (EFAA)","Categorical",1998
"INDIVIDU","DIEP","Diplôme le plus élévé obtenu en enseignement technique ou professionnel",25,"CAP (ou CAPA), obtenu en dehors de l'apprentissage","Categorical",1998
"INDIVIDU","DIEP","Diplôme le plus élévé obtenu en enseignement technique ou professionnel",27,"BEP (ou BEPA), obtenu en dehors de l'apprentissage","Categorical",1998
"INDIVIDU","DIEP","Diplôme le plus élévé obtenu en enseignement technique ou professionnel",29,"Autres diplômes de niveau CAP ou BEP","Categorical",1998
"INDIVIDU","DIEP","Diplôme le plus élévé obtenu en enseignement technique ou professionnel",32,"Brevet de technicien (BT ou BTA) ou baccalauréat de technicien (STI, STL, SMS, STT ou F, G, H)","Categorical",1998
"INDIVIDU","DIEP","Diplôme le plus élévé obtenu en enseignement technique ou professionnel",34,"Baccalauréat professionnel","Categorical",1998
"INDIVIDU","DIEP","Diplôme le plus élévé obtenu en enseignement technique ou professionnel",36,"Autre diplôme de niveau du baccalauréat de technicien","Categorical",1998
"INDIVIDU","DIEP","Diplôme le plus élévé obtenu en enseignement technique ou professionnel",39,"Brevet d'enseignement agricole (BEA), commercial (BEC), hôtelier (BEH), industriel (BEI), social (BES), brevet d'agent technique agricole.","Categorical",1998
"INDIVIDU","DIES","Diplôme le plus élévé obtenu en enseignement supérieur (y compris technique supérieur) (Carte B-7 du cahier des cartes)",0,"Aucun diplôme supérieur","Categorical",1998
"INDIVIDU","DIES","Diplôme le plus élévé obtenu en enseignement supérieur (y compris technique supérieur) (Carte B-7 du cahier des cartes)",41,"Diplôme universitaire du 1er cycle (sauf DUT) : propédeutique, DUEL, DUES, DEUG, PCEM...","Categorical",1998
"INDIVIDU","DIES","Diplôme le plus élévé obtenu en enseignement supérieur (y compris technique supérieur) (Carte B-7 du cahier des cartes)",42,"DUT (Diplôme universitaire de technologie), BTS (brevet de technicien supérieur)","Categorical",1998
"INDIVIDU","DIES","Diplôme le plus élévé obtenu en enseignement supérieur (y compris technique supérieur) (Carte B-7 du cahier des cartes)",43,"Diplôme de niveau de technicien supérieur (sauf DUT ou BTS) d'une école juridique, commerciale, d'arts appliqués","Categorical",1998
"INDIVIDU","DIES","Diplôme le plus élévé obtenu en enseignement supérieur (y compris technique supérieur) (Carte B-7 du cahier des cartes)",44,"Diplôme des professions de la santé (hors celle de médecin) et des professions sociales","Categorical",1998
"INDIVIDU","DIES","Diplôme le plus élévé obtenu en enseignement supérieur (y compris technique supérieur) (Carte B-7 du cahier des cartes)",45,"Certificat d'aptitude pédagogique, certificat de fin d'études normales (CFEN)","Categorical",1998
"INDIVIDU","DIES","Diplôme le plus élévé obtenu en enseignement supérieur (y compris technique supérieur) (Carte B-7 du cahier des cartes)",46,"Diplôme universitaire du 2ème cycle (licence, maîtrise, IUFM)","Categorical",1998
"INDIVIDU","DIES","Diplôme le plus élévé obtenu en enseignement supérieur (y compris technique supérieur) (Carte B-7 du cahier des cartes)",47,"Diplôme universitaire du 3ème cycle (DES, DEA, doctorat, y compris doctorat en médecine, diplôme de chirurgien-dentiste , CAPES, CAPET, agrégation)","Categorical",1998
"INDIVIDU","DIES","Diplôme le plus élévé obtenu en enseignement supérieur (y compris technique supérieur) (Carte B-7 du cahier des cartes)",48,"Diplôme d'une grande école ou d'une école d'ingénieur (non citée ci dessous)","Categorical",1998
"INDIVIDU","DIES","Diplôme le plus élévé obtenu en enseignement supérieur (y compris technique supérieur) (Carte B-7 du cahier des cartes)",49,"Diplôme de l'une des grandes écoles suivantes : Centrale, Ecole de l'Air, Ecole de la magistrature, ESSEC, ENA, ENGREF, ENSAE, Génie maritime, HEC, INA (""Agro""),","Categorical",1998
"INDIVIDU","ETUDI","Etudes, formation (y compris apprentissage)",1,"Oui, une formation initiale","Categorical",1998
"INDIVIDU","ETUDI","Etudes, formation (y compris apprentissage)",2,"Oui, une formation après une interruption (de plus d'un an)","Categorical",1998
"INDIVIDU","ETUDI","Etudes, formation (y compris apprentissage)",3,"Non","Categorical",1998
"INDIVIDU","GRADE","Classification (corps, grade...) - Intitulé en clair",NA,NA,"Categorical",1998
"INDIVIDU","HAB","Logement habituel",2,"Dans un ETABLISSEMENT COLLECTIF (caserne, internat, foyer, cité U,...).","Categorical",1998
"INDIVIDU","HAB","Logement habituel",3,"Dans AUTRE LOGEMENT indépendant dont <il/elle> est locataire, propriétaire, occupant à titre gratuit","Categorical",1998
"INDIVIDU","HAB","Logement habituel",4,"Chez QUELQU'UN qui l'héberge","Categorical",1998
"INDIVIDU","HAB","Logement habituel",5,"Se DEPLACE pour son TRAVAIL un ou plusieurs jours/semaine","Categorical",1998
"INDIVIDU","HAB","Logement habituel",9,"Sans objet (absente + de 6 mois)","Categorical",1998
"INDIVIDU","IDENT","Identifiant du ménage",NA,NA,"Categorical",1998
"INDIVIDU","IDNUM","Identifiant de l'individu",NA,NA,"Categorical",1998
"INDIVIDU","LIEN","Lien avec la personne de référence",1,"Personne de référence","Categorical",1998
"INDIVIDU","LIEN","Lien avec la personne de référence",2,"Conjointe de la PR","Categorical",1998
"INDIVIDU","LIEN","Lien avec la personne de référence",3,"Enfant de la PR ou de sa conjointe","Categorical",1998
"INDIVIDU","LIEN","Lien avec la personne de référence",4,"Petit-enfant de la PR ou de sa conjointe","Categorical",1998
