"first_id","year","table.x","desc","desc_en"
"CYDEB6",2004,"INDIVIDU","Année du sixième changement de statut","Year of sixth change of status"
"CYDEB7",2004,"INDIVIDU","Année du septième changement de statut","Year of seventh change of status"
"CYDEB8",2004,"INDIVIDU","Année du huitième changement de statut","Year of eighth change of status"
"CYDEB9",2004,"INDIVIDU","Année du neuvième changement de statut","Year of the ninth change of status"
"CYDER",2004,"INDIVIDU","Nombre d'années travaillées dans la dernière entreprise","Number of years worked in last company"
"CYFRAN",2004,"INDIVIDU","Année d'arrivée en France","Year of arrival in France"
"CYSUBJ",2004,"INDIVIDU","Appréciation sur la carrière professionnelle","Assessment of professional career"
"CYTPTO0",2004,"INDIVIDU","Taux de temps partiel pour le statut initial","Part-time rate for initial status"
"CYTPTO1",2004,"INDIVIDU","Taux de temps partiel du deuxième statut","Part-time rate for second status"
"CYTPTO10",2004,"INDIVIDU","Taux de temps partiel du dixième statut","Part-time rate for tenth status"
"CYTPTO11",2004,"INDIVIDU","Taux de temps partiel du onzième statut","Part-time rate for the eleventh status"
"CYTPTO13",2004,"INDIVIDU","Taux de temps partiel du treizième statut","Part-time rate of the thirteenth status"
"CYTPTO2",2004,"INDIVIDU","Taux de temps partiel du troisième statut","Third status part-time rate"
"CYTPTO3",2004,"INDIVIDU","Taux de temps partiel du quatrième statut","Fourth status part-time rate"
"CYTPTO4",2004,"INDIVIDU","Taux de temps partiel du cinquième statut","Fifth status part-time rate"
"CYTPTO5",2004,"INDIVIDU","Taux de temps partiel du sixième statut","Sixth status part-time rate"
"CYTPTO6",2004,"INDIVIDU","Taux de temps partiel du septième statut","Part-time rate for the seventh status"
"CYTPTO7",2004,"INDIVIDU","Taux de temps partiel du huitième statut","Part-time rate for eighth status"
"CYTPTO8",2004,"INDIVIDU","Taux de temps partiel du neuvième statut","Part-time rate for the ninth status"
"CYTPTO9",2004,"INDIVIDU","Taux de temps partiel du neuvième statut","Part-time rate for the ninth status"
"DCGR",2004,"INDIVIDU","Détention d'une assurance-décès d'un contrat groupe","Holding death insurance from a group contract"
"DCPE",2004,"INDIVIDU","Détention d'une assurance-décès vie entière ou à fonds perdus","Holding whole life or loss-of-funds death insurance"
"DCPR",2004,"INDIVIDU","Détention d'une assurance-décès liée à un prêt","Holding death insurance linked to a loan"
"DIEG",2004,"INDIVIDU","Diplôme le plus élevé obtenu en enseignement général","Highest degree obtained in general education"
"DIEP",2004,"INDIVIDU","Diplôme le plus élevé obtenu en enseignement technique ou professionnel","Highest diploma obtained in technical or vocational education"
"DIES",2004,"INDIVIDU","Diplôme le plus élevé obtenu en enseignement supérieur","Highest degree obtained in higher education"
"DIPLO",2004,"INDIVIDU","Niveau de diplôme","Degree level"
"DURCHO",2004,"INDIVIDU","Nombre de mois passés au chômage au cours des 12 derniers mois","Number of months spent unemployed during the last 12 months"
"DUREE",2004,"INDIVIDU","Durée totale d'activité effective (en années)","Total duration of effective activity (in years)"
"EDUC",2004,"INDIVIDU","Détention d'une rente-éducation","Holding an education pension"
"ENF",2004,"INDIVIDU","Précision du lien de parenté entre l'enfant la personne de référence et son conjoint","Clarification of the relationship between the child, the reference person and his or her spouse"
"EPALO",2004,"INDIVIDU","Détention d'épargne logement","Holding housing savings"
"EPSAL",2004,"INDIVIDU","Détention d'épargne salariale","Holding employee savings"
"ETUDI",2004,"INDIVIDU","Existence d'études en cours","Existence of ongoing studies"
"GESTSEP_I",2004,"INDIVIDU","Existence d'une gestion séparée","Existence of separate management"
"GPARMAT",2004,"INDIVIDU","Grands-parents maternels en vie","Living maternal grandparents"
"GPARPAT",2004,"INDIVIDU","Grands-parents paternels en vie","Living paternal grandparents"
"HAB",2004,"INDIVIDU","Autre habitation","Other dwelling"
"HERDON1_I",2004,"INDIVIDU","Existence d'héritage reçu","Existence of inheritance received"
"HERDON2_I",2004,"INDIVIDU","Existence de donation reçue","Existence of donation received"
"HERDON_I",2004,"INDIVIDU","Existence d'héritage ou de donation reçu","Existence of inheritance or donation received"
"IDENT",2004,"INDIVIDU","Identifiant du ménage","Household ID"
"IDENTIND",2004,"INDIVIDU","Identifiant de l'individu","Individual identifier"
"INDVIA",2004,"INDIVIDU","Perception d'une indemnité viagère de départ","Receipt of a lifetime severance payment"
"JAGEACT",2004,"INDIVIDU","Age d'exercice de la première vraie activité","Age of first real activity"
"JAGEQUIT",2004,"INDIVIDU","Age de départ du foyer parental","Age of leaving parental home"
"JAGETUD",2004,"INDIVIDU","Age de fin d'études initiales","Age at end of initial studies"
"JEACTIF",2004,"INDIVIDU","Année d'exercice de la première vraie activité","Year of first real activity"
"JEAINE",2004,"INDIVIDU","Aîné de la famille","Elder of the family"
"JEARGT",2004,"INDIVIDU","Existence de gros problèmes d'argent","Existence of major money problems"
"JEETUD",2004,"INDIVIDU","Année de fin d'études initiales","Year of initial studies"
"JEFRSO",2004,"INDIVIDU","Nombre de frères et s€urs à l'âge de 14 ans","Number of brothers and sisters at age 14"
"JEGRAVE",2004,"INDIVIDU","Existence d'événements graves dans la jeunesse de l'individu","Existence of serious events in the individual's youth"
"JEGRAVE1",2004,"INDIVIDU","Séparation ou divorce des parents dans la jeunesse de l'individu","Separation or divorce of parents during the individual's youth"
"JEGRAVE2",2004,"INDIVIDU","Maladies, handicaps ou accidents graves du père dans la jeunesse de l'individu","Illnesses, disabilities or serious accidents of the father during the individual's youth"
"JEGRAVE3",2004,"INDIVIDU","Maladies, handicaps ou accidents graves de la mère dans la jeunesse de l'individu","Illnesses, disabilities or serious accidents of the mother during the individual's youth"
"JEGRAVE4",2004,"INDIVIDU","Graves disputes ou mésentente entre les parents pendant la jeunesse de l'individu","Serious arguments or disagreements between parents during the individual's youth"
"JEGRAVE5",2004,"INDIVIDU","Décès prématuré d'un ascendant dans la jeunesse de l'individu","Premature death of an ascendant in the individual's youth"
"JEGRAVE6",2004,"INDIVIDU","Décès prématuré d'un frère ou d'une soeur dans la jeunesse de l'individu","Premature death of a brother or sister during the individual's youth"
"JEGRAVE7",2004,"INDIVIDU","Autre événement familial grave dans la jeunesse de l'individu","Other serious family event in the individual's youth"
"JEMACT",2004,"INDIVIDU","Activité professionnelle de la mère dans la jeunesse de l'individu","Professional activity of the mother during the youth of the individual"
"JEMNAIS",2004,"INDIVIDU","Année de naissance de la mère","Year of birth of mother"
"JEMPROF",2004,"INDIVIDU","Profession principale de la mère dans la jeunesse de l'individu","Primary occupation of mother in individual's youth"
"JEPNAIS",2004,"INDIVIDU","Année de naissance du père","Year of birth of father"
"JEPPROF",2004,"INDIVIDU","Profession principale du père dans la jeunesse de l'individu","Father's main occupation in the individual's youth"
"JEPRO_A",2004,"INDIVIDU","Parents propriétaires de leur résidence principale","Parents who own their main residence"
"JEPRO_B",2004,"INDIVIDU","Parents propriétaires d'autres biens immobiliers non bâtis (hors outil de travail)","Parents who own other undeveloped real estate (excluding work tools)"
"JEPRO_C",2004,"INDIVIDU","Parents propriétaires de terres ou terrains (hors outil de travail)","Parents who own land or land (excluding work tools)"
"JEPRO_D",2004,"INDIVIDU","Parents propriétaires de valeurs mobilières","Parents who own securities"
"JEPRO_E",2004,"INDIVIDU","Parents propriétaires de produits d'assurance-vie ou d'épargne-retraite","Parents who own life insurance or retirement savings products"
"JEPRO_F",2004,"INDIVIDU","Parents propriétaires de leur outil de travail","Parents who own their work tools"
"JEPRO_G",2004,"INDIVIDU","Parents propriétaires d'une exploitation agricole","Parents who own a farm"
"JEQUIT",2004,"INDIVIDU","Année du départ du foyer parental","Year of leaving the parental home"
"LEE",2004,"INDIVIDU","Détention d'un livret d'épargne en entreprise","Holding a company savings account"
"LEP",2004,"INDIVIDU","Détention d'un livret d'épargne populaire","Holding a popular savings account"
"LIEN",2004,"INDIVIDU","Lien avec la personne de référence","Link with reference person"
"LIVABL",2004,"INDIVIDU","Détention d'un livret A ou bleu","Holding an A or blue booklet"
"LIVDF",2004,"INDIVIDU","Détention de livret défiscalisé","Holding a tax-exempt booklet"
"LIVEP",2004,"INDIVIDU","Détention de livret d'épargne","Holding a savings account"
"LIVF",2004,"INDIVIDU","Détention d'un livret soumis à l'impôt","Holding a book subject to tax"
"LIVJEUN",2004,"INDIVIDU","Détention d'un livret jeune","Holding a youth record book"
"MATRI",2004,"INDIVIDU","Statut matrimonial légal","Legal marital status"
"MERE",2004,"INDIVIDU","Mère en vie","Mother alive"
"MINVIE",2004,"INDIVIDU","Perception du minimum vieillesse","Perception of the minimum old age"
"MNAIS",2004,"INDIVIDU","Mois de naissance","Month of birth"
"NA1",2004,"INDIVIDU","Nationalité","Nationality"
"NA2",2004,"INDIVIDU","Deuxième nationalité","Second nationality"
"NAF",2004,"INDIVIDU","Classification de l'activité de l'établissement","Classification of the activity of the establishment"
"NATEMPL",2004,"INDIVIDU","Nature de l'emploi salarié","Nature of salaried employment"
"NBSAL",2004,"INDIVIDU","Nombre de salariés de l'entreprise","Number of company employees"
"NIVETI",2004,"INDIVIDU","Niveau d'études initiales en cours","Level of initial studies in progress"
"NIVETU",2004,"INDIVIDU","Niveau d'études atteint","Level of studies achieved"
"NOI",2004,"INDIVIDU","Numéro d'ordre de l'individu dans le ménage","Serial number of the individual in the household"
"NPOIDS",2004,"INDIVIDU","Pondération unitaire","Unit weighting"
"OBLI",2004,"INDIVIDU","Détention d'obligations","Bond holding"
"OCCUPA",2004,"INDIVIDU","Situation actuelle","Current situation"
"OCCUPB",2004,"INDIVIDU","Occupation effective","Occupation effective"
"P0000",2004,"INDIVIDU","Détention d'aucun actif","Holding no assets"
"P0011",2004,"INDIVIDU","Détention d'assurance vie-épargne retraite et de valeurs mobilières","Holding life insurance, retirement savings and securities"
"P0101",2004,"INDIVIDU","Détention d'épargne logement et de valeurs mobilières","Holding housing savings and securities"
"P0110",2004,"INDIVIDU","Détention d'épargne logement et d'assurance vie-épargne retraite","Holding housing savings and life insurance-retirement savings"
"P0111",2004,"INDIVIDU","Détention d'épargne logement, d'assurance vie-épargne retraite et de valeurs mobilières","Holding housing savings, life insurance-retirement savings and securities"
"P1001",2004,"INDIVIDU","Détention d'un livret d'épargne et de valeurs mobilières","Holding a savings and securities book"
"P1010",2004,"INDIVIDU","Détention d'un livret d'épargne et d'assurance vie-épargne retraite","Holding a savings and life insurance-retirement savings account"
"P1011",2004,"INDIVIDU","Détention d'un livret d'épargne, d'assurance vie-épargne retraite et de valeurs mobilières","Holding a savings account, life insurance, retirement savings and securities"
"P1100",2004,"INDIVIDU","Détention d'un livret d'épargne et d'épargne logement","Holding a savings and housing savings book"
"P1101",2004,"INDIVIDU","Détention d'un livret d'épargne, d'épargne logement et de valeurs mobilières","Holding a savings, housing savings and securities account"
"P1110",2004,"INDIVIDU","Détention d'un livret d'épargne, d'épargne logement et d'assurance vie-épargne retraite","Holding a savings, housing savings and life insurance-retirement savings account"
"P1111",2004,"INDIVIDU","Détention d'épargne-logement, d'assurance vie-épargne retraite, de valeurs mobilières","Holding home savings, life insurance-retirement savings, securities"
"PARSOC",2004,"INDIVIDU","Détention de parts sociales de banque","Holding of bank shares"
"PATFINANC",2004,"INDIVIDU","Détention d'au moins un actif financier","Holding at least one financial asset"
"PAYSNAI",2004,"INDIVIDU","Pays de naissance","Native country"
"PEA",2004,"INDIVIDU","Détention d'un PEA","Holding a PEA"
"PEAACT_I",2004,"INDIVIDU","Détention d'actions cotées sur PEA","Holding shares listed on PEA"
"PEASIC_I",2004,"INDIVIDU","Détention de Sicav ou FCP sur PEA","Holding of Sicav or FCP on PEA"
"PEATRE_I",2004,"INDIVIDU","Détention de trésorerie sur PEA","Cash holding on PEA"
"PEL",2004,"INDIVIDU","Détention d'un plan épargne-logement","Holding a home savings plan"
"PENALI",2004,"INDIVIDU","Perception d'une pension alimentaire","Receipt of alimony"
"PENINV",2004,"INDIVIDU","Perception d'une pension d'invalidité (hors militaire)","Receipt of a disability pension (non-military)"
"PENREV",2004,"INDIVIDU","Perception d'une pension de reversion (y compris allocation d'assurance veuvage)","Receipt of a survivor's pension (including widowhood insurance allowance)"
"PEP",2004,"INDIVIDU","Détention d'un PEP","Holding a PEP"
"PEPAVI",2004,"INDIVIDU","Détention d'un PEP ou d'une assurance-vie ou décés volontaire ou d'épargne-retraite","Holding a PEP or voluntary life or death insurance or retirement savings"
"PERE",2004,"INDIVIDU","Père en vie","Father alive"
"PES",2004,"INDIVIDU","Existence d'un plan d'épargne en entreprise","Existence of a company savings plan"
"POA",2004,"INDIVIDU","Détention de stock-options","Holding of stock options"
"POND",2004,"INDIVIDU","Pondération extrapolée","Extrapolated weighting"
"POSIT",2004,"INDIVIDU","Position professionnelle","Professional position"
"PRERET",2004,"INDIVIDU","Perception d'une préretraite","Perception of early retirement"
"PRES",2004,"INDIVIDU","Présence habituelle dans le logement","Usual presence in the accommodation"
"RCHO_I",2004,"INDIVIDU","Perception d'indemnités de chômage ou ASS","Receipt of unemployment benefits or ASS"
"RECHE",2004,"INDIVIDU","Recherche d'un autre emploi","Looking for another job"
"RENASS",2004,"INDIVIDU","Perception d'une rente provenant d'anciens contrats d'assurance-vie, décès, rente éducation ou PEP","Receipt of an annuity from old life, death, education annuity or PEP insurance contracts"
"RENVIA",2004,"INDIVIDU","Perception de rente viagère","Receipt of life annuity"
"RETCOM",2004,"INDIVIDU","Perception d'une retraite complémentaire provenant d'anciens contrats de retraite volontaire","Perception of a supplementary pension from former voluntary retirement contracts"
"RETRAI",2004,"INDIVIDU","Perception d'une retraite (de base ou complémentaire)","Perception of a pension (basic or supplementary)"
"RETRAIT",2004,"INDIVIDU","Détention d'épargne-retraite","Holding retirement savings"
"RETSUR",2004,"INDIVIDU","Perception d'une retraite surcomplémentaire","Perception of a supplementary pension"
"RIND_I",2004,"INDIVIDU","Perception de revenus au titre d'une activité professionnelle non salariée","Receipt of income from a self-employed professional activity"
"RSAL_I",2004,"INDIVIDU","Perception de salaires ou traitements","Receipt of wages or salaries"
"SALABON",2004,"INDIVIDU","Abondement de l'entreprise sur le plan d'épargne salariale","Company contribution to the employee savings plan"
"SALACT",2004,"INDIVIDU","Détention d'épargne salariale sous forme d'actions de l'entreprise","Holding employee savings in the form of company shares"
"SALCCB",2004,"INDIVIDU","Détention d'épargne salariale sur un compte courant bloqué","Holding employee savings in a blocked current account"
"SALSIC",2004,"INDIVIDU","Détention d'épargne salariale sous forme de parts de SICAV ou FCPE","Holding employee savings in the form of SICAV or FCPE shares"
"SALVOL",2004,"INDIVIDU","Versements volontaires du salarié sur un plan d'épargne salariale","Voluntary contributions by the employee to an employee savings plan"
"SCPI",2004,"INDIVIDU","Détention de parts de SCPI","Holding SCPI shares"
"SECNA",2004,"INDIVIDU","Nature de l'activité secondaire","Nature of secondary activity"
"SEXE",2004,"INDIVIDU","Sexe","Sex"
"SICAV",2004,"INDIVIDU","Détention de parts de Sicav ou FCP (hors PEA)","Holding shares in Sicav or FCP (excluding PEA)"
"SICPEA",2004,"INDIVIDU","Détention de parts de Sicav ou FCP (y.c PEA)","Holding shares in Sicav or FCP (including PEA)"
"STATUT",2004,"INDIVIDU","Statut professionnel","Professional status"
"SUR",2004,"INDIVIDU","Détention d'un contrat de retraite surcomplémentaire","Holding a supplementary pension contract"
"T10AGE",2004,"INDIVIDU","Age décénal","Decennial age"
"T5AGE",2004,"INDIVIDU","Age quinquennal","Age quinquennal"
"TERM",2004,"INDIVIDU","Détention de compte à terme","Term account holding"
"TIO",2004,"INDIVIDU","Précision pour la nationalité","Precision for nationality"
"VIECOU",2004,"INDIVIDU","Vie en couple","Life as a couple"
"VMOB",2004,"INDIVIDU","Détention de valeurs mobilières","Holding of securities"
"AAH",2004,"MÉNAGE","Perception de l'allocation pour adulte handicapé","Receipt of the allowance for disabled adults"
"ACTI1",2004,"MÉNAGE","Activité de la première entreprise du ménage","Activity of the first household business"
"ACTI2",2004,"MÉNAGE","Activité de la deuxième entreprise du ménage","Activity of the second household business"
"ACTI3",2004,"MÉNAGE","Activité de la troisième entreprise du ménage","Activity of the third household business"
"ACTI4",2004,"MÉNAGE","Activité de la 4ème entreprise du ménage","Activity of the 4th household business"
"ACTP",2004,"MÉNAGE","Perception de l'allocation compensatrice pour tierce personne","Receipt of the compensatory allowance for third parties"
"ACTPACJ",2004,"MÉNAGE","Exercice d'une activité passée pour le conjoint","Exercise of a past activity for the spouse"
"ACTPAPR",2004,"MÉNAGE","Exercice d'une activité passée pour la personne de référence","Exercise of a past activity for the reference person"
"AES",2004,"MÉNAGE","Perception de l'allocation d'éducation spéciale","Receipt of special education allowance"
"AFEAMA",2004,"MÉNAGE","Perception d'aide à la famille pour l'emploi d'une assistante maternelle","Perception of family support for employment of a childminder"
"AGECJ",2004,"MÉNAGE","Age du conjoint","Age of spouse"
"AGED",2004,"MÉNAGE","Perception de l'allocation de garde d'enfant à domicile","Receipt of home childcare allowance"
"AGEPR",2004,"MÉNAGE","Age de la personne de référence","Age of reference person"
"AIDEFAM",2004,"MÉNAGE","Perception d'une aide financière d'un membre de la famille hors ménage","Receipt of financial assistance from a family member outside the household"
"AIDELOG",2004,"MÉNAGE","Perception d'une aide au logement (AL, ALS, APL)","Perception of housing assistance (AL, ALS, APL)"
"AIDEREC",2004,"MÉNAGE","Existence d'aide reçue","Existence of assistance received"
"ALGNB",2004,"MÉNAGE","Nombre de logements possédés (autres que la résidence principale)","Number of dwellings owned (other than the main residence)"
"ALLOCADO",2004,"MÉNAGE","Perception de l'allocation d'adoption","Perception of adoption allowance"
"ALLOCFAM",2004,"MÉNAGE","Perception de l'allocation familiale classique","Receipt of traditional family allowance"
"ALLOCPAR",2004,"MÉNAGE","Perception de l'allocation de présence parentale","Perception of parental presence allowance"
"ANAISCJ",2004,"MÉNAGE","Année de naissance du conjoint","Spouse’s year of birth"
"ANAISPR",2004,"MÉNAGE","Année de naissance de la personne de référence","Year of birth of reference person"
"ANCREA",2004,"MÉNAGE","Année où le ménage a pris la tête de l'entreprise principale","Year the household took over the main business"
"APA",2004,"MÉNAGE","Perception de l'aide personnalisée à l'autonomie","Perception of personalized assistance for autonomy"
"APE",2004,"MÉNAGE","Perception de l'allocation parentale d'éducation","Perception of parental education allowance"
"API",2004,"MÉNAGE","Perception de l'allocation de parent isolé","Perception of single parent allowance"
"APJE",2004,"MÉNAGE","Perception de l'allocation pour jeune enfant","Receipt of young child allowance"
"ARS",2004,"MÉNAGE","Perception de l'allocation de rentrée scolaire","Receipt of back-to-school allowance"
"ASF",2004,"MÉNAGE","Perception de l'allocation de soutien familial","Perception of family support allowance"
"AUTREV",2004,"MÉNAGE","Perception d'autres revenus (non précisés)","Receipt of other income (unspecified)"
"AVIACH",2004,"MÉNAGE","Montant des produits d'assurance-vie, d'épargne retraite et PEP déclaré en valeur d'achat","Amount of life insurance, retirement savings and PEP products declared in purchase value"
"AVIAUT",2004,"MÉNAGE","Montant des produits d'assurance-vie, d'épargne retraite et PEP déclaré selon une autre valeur","Amount of life insurance, retirement savings and PEP products declared according to another value"
"AVIDOC",2004,"MÉNAGE","Montant des produits d'assurance-vie, d'épargne retraite et PEP déclaré à partir de documents (relevés bancaires)","Amount of life insurance, retirement savings and PEP products declared from documents (bank statements)"
"AVIINFO",2004,"MÉNAGE","Montant des produits d'assurance-vie, d'épargne retraite et PEP déclaré selon des informations financières récentes (cours du jour...)","Amount of life insurance, retirement savings and PEP products declared according to recent financial information (daily price, etc.)"
"AVIMEM",2004,"MÉNAGE","Montant des produits d'assurance-vie, d'épargne retraite et PEP déclaré de mémoire","Amount of life insurance, retirement savings and PEP products declared from memory"
"AVIMO",2004,"MÉNAGE","Motif principal de détention de produits d'assurance-vie ou de bons de capitalisation","Main reason for holding life insurance products or capitalization bonds"
"AVIPLAN",2004,"MÉNAGE","Montant des produits d'assurance-vie, d'épargne retraite et PEP déclaré en valeur plancher","Amount of life insurance, retirement savings and PEP products declared in floor value"
"BNXTYP1",2004,"MÉNAGE","Détention de bâtiments ou locaux non utilisés professionnellement","Ownership of buildings or premises not used professionally"
"BNXTYP2",2004,"MÉNAGE","Détention de matériel, machine, véhicule non utilisés professionnellement","Possession of equipment, machines, vehicles not used professionally"
"BNXTYP3",2004,"MÉNAGE","Détention de cheptels non utilisés professionnellement","Holding livestock not used professionally"
"BNXTYP4",2004,"MÉNAGE","Détention de stocks non utilisés professionnellement","Holding stocks not used professionally"
"BNXTYP5",2004,"MÉNAGE","Détention de fonds de commerce, clientèles, droits au bail, etc. non utilisés professionnellement","Ownership of business assets, clienteles, lease rights, etc. not used professionally"
"BOURSES",2004,"MÉNAGE","Perception de bourses de collège ou lycée, d'étudiants ou allocation","Receipt of college or high school scholarships, student grants or allowances"
"CA",2004,"MÉNAGE","Chiffre d'affaires du module 1","Module 1 turnover"
"CA2",2004,"MÉNAGE","Chiffre d'affaires du module 2","Module 2 turnover"
"CHEF11",2004,"MÉNAGE","Numéro d'ordre individuel du premier chef de la première entreprise","Individual order number of the first head of the first company"
"CHEF12",2004,"MÉNAGE","Numéro d'ordre individuel du deuxième chef de la première entreprise","Individual serial number of the second head of the first company"
"CHEF13",2004,"MÉNAGE","Numéro d'ordre individuel du troisième chef de la première entreprise","Individual serial number of the third head of the first company"
"CHEF21",2004,"MÉNAGE","Numéro d'ordre individuel du premier chef de la deuxième entreprise","Individual order number of the first head of the second company"
"CHEF22",2004,"MÉNAGE","Numéro d'ordre individuel du deuxième chef de la deuxième entreprise","Individual serial number of the second head of the second company"
"CHEF31",2004,"MÉNAGE","Numéro d'ordre individuel du premier chef de la troisième entreprise","Individual order number of the first head of the third company"
"CHEF41",2004,"MÉNAGE","Numéro d'ordre individuel du premier chef de la 4ème entreprise","Individual order number of the first head of the 4th company"
"CJACT1",2004,"MÉNAGE","Premier statut professionnel du conjoint décédé","First professional status of the deceased spouse"
"CJACT2",2004,"MÉNAGE","Deuxième statut professionnel du conjoint décédé","Second professional status of the deceased spouse"
"CJACT3",2004,"MÉNAGE","Troisième statut professionnel du conjoint décédé","Third professional status of the deceased spouse"
"CJACT4",2004,"MÉNAGE","Quatrième statut professionnel du conjoint décédé","Fourth professional status of the deceased spouse"
"CJACT5",2004,"MÉNAGE","Cinquième statut professionnel du conjoint décédé","Fifth professional status of the deceased spouse"
"CJACT6",2004,"MÉNAGE","Sixième statut professionnel du conjoint décédé","Sixth professional status of the deceased spouse"
"CJACT7",2004,"MÉNAGE","Septième statut professionnel du conjoint décédé","Seventh professional status of the deceased spouse"
"CJACT8",2004,"MÉNAGE","Huitième statut professionnel du conjoint décédé","Eighth professional status of the deceased spouse"
"CJACT9",2004,"MÉNAGE","Neuvième statut professionnel du conjoint décédé","Ninth professional status of the deceased spouse"
"CJDEB1",2004,"MÉNAGE","Année de début du premier statut professionnel du conjoint décédé","Year of start of the deceased spouse's first professional status"
"CJDEB2",2004,"MÉNAGE","Année de début du deuxième statut professionnel du conjoint décédé","Year of start of the second professional status of the deceased spouse"
"CJDEB3",2004,"MÉNAGE","Année de début du troisième statut professionnel du conjoint décédé","Year of start of the third professional status of the deceased spouse"
"CJDEB4",2004,"MÉNAGE","Année de début du quatrième statut professionnel du conjoint décédé","Year of start of the deceased spouse's fourth professional status"
"CJDEB5",2004,"MÉNAGE","Année de début du cinquième statut professionnel du conjoint décédé","Year of start of the fifth professional status of the deceased spouse"
"CJDEB6",2004,"MÉNAGE","Année de début du sixième statut professionnel du conjoint décédé","Year of start of the sixth professional status of the deceased spouse"
"CJDEB7",2004,"MÉNAGE","Année de début du septième statut professionnel du conjoint décédé","Year of start of the seventh professional status of the deceased spouse"
"CJDEB8",2004,"MÉNAGE","Année de début du huitième statut professionnel du conjoint décédé","Year of start of the eighth professional status of the deceased spouse"
"CJDEB9",2004,"MÉNAGE","Année de début du neuvième statut professionnel du conjoint décédé","Year of start of the ninth professional status of the deceased spouse"
"CJFIN1",2004,"MÉNAGE","Année de fin du premier statut professionnel du conjoint décédé","Year of end of first professional status of deceased spouse"
"CJFIN2",2004,"MÉNAGE","Année de fin du deuxième statut professionnel du conjoint décédé","Year of end of second professional status of deceased spouse"
"CJFIN3",2004,"MÉNAGE","Année de fin du troisième statut professionnel du conjoint décédé","Year of end of third professional status of deceased spouse"
"CJFIN4",2004,"MÉNAGE","Année de fin du quatrième statut professionnel du conjoint décédé","Year of end of fourth professional status of deceased spouse"
"CJFIN5",2004,"MÉNAGE","Année de fin du cinquième statut professionnel du conjoint décédé","Year of end of fifth professional status of deceased spouse"
"CJFIN6",2004,"MÉNAGE","Année de fin du sixième statut professionnel du conjoint décédé","Year of end of sixth professional status of deceased spouse"
"CJFIN7",2004,"MÉNAGE","Année de fin du septième statut professionnel du conjoint décédé","Year of end of the seventh professional status of the deceased spouse"
"CJFIN8",2004,"MÉNAGE","Année de fin du huitième statut professionnel du conjoint décédé","Year of end of eighth professional status of deceased spouse"
"CJFIN9",2004,"MÉNAGE","Année de fin du neuvième statut professionnel du conjoint décédé","Year of end of ninth professional status of deceased spouse"
"CODEMO",2004,"MÉNAGE","Motif principal de détention d'un CODEVI","Main reason for holding a CODEVI"
"COMPLFAM",2004,"MÉNAGE","Perception d'un complément familial de traitement","Perception of a family treatment supplement"
"CSCJ",2004,"MÉNAGE","Catégorie socioprofessionnelle du conjoint","Spouse’s socio-professional category"
"CSPR",2004,"MÉNAGE","Catégorie socioprofessionnelle de la personne de référence","Socio-professional category of the reference person"
"DCOLL",2004,"MÉNAGE","Date de collecte (jours - mois- année)","Collection date (days - months - year)"
"DET",2004,"MÉNAGE","Ménage endetté (à titre privé ou professionnel)","Household in debt (privately or professionally)"
"DETENT",2004,"MÉNAGE","Existence d'emprunt pour l(es) entreprise(s) du module 1","Existence of borrowing for business(es) in module 1"
"DETENT2",2004,"MÉNAGE","Existence d'emprunt pour l(es) entreprise(s) du module 2","Existence of borrowing for business(es) in module 2"
"DETIMM",2004,"MÉNAGE","Existence d'emprunt immobilier (y compris travaux)","Existence of real estate loan (including works)"
"DETMEN",2004,"MÉNAGE","Existence d'emprunt au nom du ménage pour l'activité 1","Existence of loan in the name of the household for activity 1"
"DETMEN2",2004,"MÉNAGE","Existence d'emprunt au nom du ménage pour l'activité 2","Existence of loan in the name of the household for activity 2"
"DETPCH",2004,"MÉNAGE","Existence d'emprunt professionnel pour: cheptel, matières premières, stocks","Existence of professional loan for: livestock, raw materials, stocks"
"DETPIM",2004,"MÉNAGE","Existence d'emprunt professionnel immobilier","Existence of professional real estate loan"
"DETPIN",2004,"MÉNAGE","Existence d'emprunt professionnel incorporel: cabinet d'étude, clientèle, fonds de commerce","Existence of intangible professional loan: consultancy firm, clientele, goodwill"
"DETPMA",2004,"MÉNAGE","Existence d'emprunt professionnel pour: machine, véhicule, équipement","Existence of professional loan for: machine, vehicle, equipment"
"DETPRIV",2004,"MÉNAGE","Ménage endetté pour motifs privés","Household in debt for private reasons"
"DETPROF",2004,"MÉNAGE","Existence d'endettement professionnel au titre d'une activité passée","Existence of professional debt due to past activity"
"DETPTE",2004,"MÉNAGE","Existence d'emprunt professionnel pour: terres, terrains, travaux fonciers","Existence of professional loan for: land, plots, land works"
"DETPTR",2004,"MÉNAGE","Existence d'emprunt professionnel pour: besoin de trésorerie, dépense exceptionnelle","Existence of professional loan for: cash flow needs, exceptional expense"
"DIEGCJ",2004,"MÉNAGE","Diplôme le plus élevé obtenu en enseignement général par le conjoint","Highest diploma obtained in general education by spouse"
"DIEGPR",2004,"MÉNAGE","Diplôme le plus élevé obtenu en enseignement général par la personne de référence","Highest diploma obtained in general education by the reference person"
"DIEPCJ",2004,"MÉNAGE","Diplôme le plus élevé obtenu en enseignement technique ou professionnel par le conjoint","Highest diploma obtained in technical or vocational education by spouse"
"DIEPPR",2004,"MÉNAGE","Diplôme le plus élevé obtenu en enseignement technique ou professionnel par la personne de référence","Highest diploma obtained in technical or vocational education by the reference person"
